$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,2,0,2,0,0,3,1,0,0,0,0,3,6,1,0,1,1,1,2,0,2,0,0,2,1,0,5,1,1,1,1,0,0
-LRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
PRP$,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
``,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
adjective,2,2,0,1,0,3,2,1,0,0,1,2,0,0,3,0,1,0,0,0,0,5,1,2,0,0,1,1,0,0,2,2,1,2,3,1,2,0,0,1,2,2,6,2,0,2,1,0,0
adverb,1,2,1,2,0,2,0,2,0,0,0,0,0,0,4,1,2,2,1,0,0,2,2,4,0,0,0,6,0,1,1,1,2,0,0,1,1,0,0,1,0,0,3,3,1,0,0,2,0
article,4,1,2,2,1,2,1,2,0,2,1,2,0,1,8,0,0,1,1,0,1,2,2,0,0,1,3,6,5,1,2,2,1,2,1,2,3,0,0,3,2,1,3,3,0,1,0,0,0
conjunction,2,3,4,3,2,2,2,3,0,0,0,4,0,1,5,0,2,2,1,0,4,5,3,2,1,1,2,5,6,1,2,5,3,2,2,2,4,0,0,4,1,1,9,5,2,0,1,0,0
noun,13,4,4,4,6,4,6,2,1,1,2,9,2,2,12,2,5,7,4,1,1,15,4,7,4,2,3,14,20,3,2,10,4,5,6,7,12,2,2,6,3,2,16,6,5,5,0,5,0
numeral,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,2,1,0,0,1,0,0
pronoun,0,1,0,2,0,1,1,1,2,0,0,1,0,1,2,1,0,0,0,1,1,0,0,2,1,0,0,3,0,1,0,2,0,1,1,0,0,0,1,3,1,1,0,3,3,0,3,0,0
verb,5,2,4,7,7,3,3,2,0,1,1,3,0,2,10,2,1,5,4,1,1,2,2,6,1,1,1,7,5,3,1,6,5,1,5,1,3,0,0,4,2,1,4,8,4,1,9,0,0
