,,0,2,1,1,1,4,3,2,2,3,2,0,3,1,1,2,3,3,4,1,3,1,0,1,4,6,2,2,2,1,0,3,2,2,3,0
-LRB-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-RRB-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
PRP$,0,2,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,2,1,0
RBR,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
adjective,1,3,2,6,3,7,5,4,4,1,8,7,10,4,4,1,1,2,5,5,2,2,2,6,5,8,3,9,6,4,1,2,6,3,4,0
adverb,3,2,3,3,2,5,2,0,4,1,3,1,2,3,1,0,3,2,3,0,3,3,3,2,1,2,3,1,2,4,0,5,5,1,3,0
article,2,4,3,4,4,6,4,1,3,1,5,3,6,5,7,4,4,6,6,7,8,2,8,7,6,3,5,4,5,10,2,4,4,3,0,0
conjunction,3,5,3,11,6,11,8,3,7,3,9,8,15,6,11,3,4,8,12,4,13,2,8,12,11,9,9,7,10,15,1,5,8,7,8,0
noun,4,13,3,14,12,20,9,5,6,6,16,11,22,7,13,6,12,13,12,6,22,6,11,20,19,12,13,10,13,16,1,7,6,8,6,1
numeral,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
other,0,0,0,0,1,2,1,0,2,1,1,0,3,0,0,0,1,2,0,3,3,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
particle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
pronoun,2,1,2,0,1,3,3,0,2,1,0,0,3,1,0,0,3,0,1,1,1,0,0,0,1,0,1,0,1,2,1,1,2,1,3,0
verb,5,5,3,4,2,10,2,1,5,4,4,1,7,4,3,2,5,7,11,4,8,4,2,3,4,5,7,6,9,10,2,5,7,2,7,0
